Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology, Tiruchirappalli	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	1127	1129
National Institute of Technology, Tiruchirappalli	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	27	27
National Institute of Technology, Tiruchirappalli	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	254	270
National Institute of Technology, Tiruchirappalli	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	504	504
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	7001	13128
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	17995	21779
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	500	500
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	8173	11971
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	3076	3629
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	5823	6224
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	2054	2963
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	2285	2373
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	SC (PwD)	Gender-Neutral	236	236
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3551	5671
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	5143	5143
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	3441	9214
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	10766	14179
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	789	789
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1351	1591
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	2625	2625
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	3064	3888
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	6738	8891
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	503	503
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	1160	2180
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	3761	4467
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	SC (PwD)	Gender-Neutral	122	122
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	654	880
National Institute of Technology, Tiruchirappalli	Instrumentation and Control Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2434	2434
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	9004	14173
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	18294	25413
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	8828	10589
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	15249	15249
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	3400	4025
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	7949	8274
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	258	258
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Female-only (including Supernumerary)	577	577
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	1696	2805
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	2549	4031
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC (PwD)	Gender-Neutral	185	185
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3910	4667
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	7643	7643
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	3106	7828
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	15105	17329
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	393	393
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	1268	1565
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	3000	3000
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	93	93
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	1919	3406
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	6436	8394
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	222	222
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	629	1321
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	2292	2301
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	110	263
National Institute of Technology, Tiruchirappalli	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	797	797
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	18321	26741
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	28506	37943
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	26835	29327
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	17615	17615
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	7233	7822
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	11157	11338
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	316	316
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4160	4868
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4279	4279
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	6577	7272
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	5711	5711
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	10999	18316
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	29448	32972
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	797	797
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	3061	3144
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	4686	4686
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	6443	8021
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	12343	12343
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Female-only (including Supernumerary)	765	765
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2936	3433
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5640	5640
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1546	1806
National Institute of Technology, Tiruchirappalli	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	OS	ST (PwD)	Gender-Neutral	62	62
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	16449	24033
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	26567	32315
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	13828	21842
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	24605	24605
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	6231	6971
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	8888	8940
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Gender-Neutral	349	349
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL (PwD)	Female-only (including Supernumerary)	396	396
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	3467	4239
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	4650	4694
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	SC (PwD)	Gender-Neutral	300	300
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	6704	7532
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	8069	8069
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	11698	18862
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	28306	32754
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	954	954
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2861	3325
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	5831	5831
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	204	204
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5744	7913
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	13005	13221
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	544	544
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2367	3791
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	5084	7149
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1311	1881
National Institute of Technology, Tiruchirappalli	Production Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	2174	2174
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	47577	57048
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	72549	72549
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	8473	8473
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	20268	24678
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	37764	37764
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	8453	8640
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	10971	10971
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	4060	4071
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	43569	46764
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	55159	55159
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	6618	6618
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	14381	14878
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	20097	22621
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	5674	6618
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	9413	9413
National Institute of Technology, Uttarakhand	Civil Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1435	1435
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	19705	30851
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	23690	36271
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	855	855
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	4589	5198
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	8677	8677
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	12692	17031
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	4143	4646
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	8701	8701
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2084	2225
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	14253	16830
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	30070	30379
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	605	605
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	2311	2311
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	4925	4925
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	EWS (PwD)	Gender-Neutral	90	90
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	5507	6212
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	10525	10607
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	2527	3160
National Institute of Technology, Uttarakhand	Computer Science and Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1090	1090
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	26664	45940
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	56396	56396
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	6758	7005
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	18698	19587
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	18460	18460
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	7198	7366
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2613	2613
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	25918	32138
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	39213	39213
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Female-only (including Supernumerary)	3855	3855
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	4528	4528
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	9591	10169
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	15141	15141
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4788	4863
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	7082	7082
National Institute of Technology, Uttarakhand	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2201	2201
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	36046	41696
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	50766	50766
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	1453	1453
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	6713	6713
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	17054	18302
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	28218	28218
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	5331	7316
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	SC	Female-only (including Supernumerary)	9907	11454
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	2462	2462
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	HS	ST	Female-only (including Supernumerary)	3070	3070
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	21586	24571
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	33215	35357
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OPEN (PwD)	Gender-Neutral	931	931
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	3535	3792
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	6918	7094
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Female-only (including Supernumerary)	14828	14828
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL (PwD)	Gender-Neutral	671	671
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	4336	4526
National Institute of Technology, Uttarakhand	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	1950	1950
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	40050	50206
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	67901	67901
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	9301	9301
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	10681	10681
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	19196	20216
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	36128	37270
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	9018	9555
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	HS	ST	Gender-Neutral	3343	3343
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Gender-Neutral	34053	38209
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OPEN	Female-only (including Supernumerary)	50761	50761
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Gender-Neutral	5330	5444
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	EWS	Female-only (including Supernumerary)	7765	7765
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	OBC-NCL	Gender-Neutral	10977	12306
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Gender-Neutral	6008	6265
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	SC	Female-only (including Supernumerary)	9327	9327
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Gender-Neutral	2134	2134
National Institute of Technology, Uttarakhand	Mechanical Engineering (4 Years, Bachelor of Technology)	OS	ST	Female-only (including Supernumerary)	4309	4309
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Gender-Neutral	31088	40771
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN	Female-only (including Supernumerary)	40859	46821
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	OPEN (PwD)	Gender-Neutral	850	850
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Gender-Neutral	5998	6018
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	EWS	Female-only (including Supernumerary)	6868	6868
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Gender-Neutral	11935	13555
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	OBC-NCL	Female-only (including Supernumerary)	16524	16524
National Institute of Technology, Warangal	Bio Technology (4 Years, Bachelor of Technology)	HS	SC	Gender-Neutral	5993	7356
